age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
40.0,Federal-gov,330174.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40.0,United-States,1
28.0,Private,142712.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
50.0,Private,105010.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,1
47.0,Self-emp-not-inc,218676.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,0
24.0,Private,199336.0,HS-grad,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,45.0,United-States,0
41.0,Private,230020.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,40.0,United-States,0
41.0,Private,107584.0,Some-college,10.0,Separated,Transport-moving,Not-in-family,White,Male,0.0,0.0,35.0,United-States,0
76.0,Self-emp-not-inc,225964.0,Some-college,10.0,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,8.0,United-States,0
45.0,Private,738812.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,46.0,United-States,0
45.0,Self-emp-inc,270079.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1
41.0,Private,109912.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,15024.0,0.0,50.0,England,1
34.0,Private,40067.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
43.0,Self-emp-not-inc,237670.0,Assoc-voc,11.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,25.0,United-States,0
53.0,Local-gov,228723.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,Other,Male,0.0,0.0,40.0,United-States,1
73.0,Private,573446.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,15.0,United-States,0
38.0,Private,179481.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,1
49.0,Private,348751.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
31.0,Private,212235.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
39.0,Private,192702.0,Masters,14.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
42.0,State-gov,163069.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
39.0,State-gov,152023.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
50.0,Private,177896.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0
22.0,Private,247731.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0
46.0,Private,195416.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,44.0,United-States,1
66.0,Private,135446.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0
53.0,State-gov,77651.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
67.0,Private,63552.0,7th-8th,4.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0
28.0,State-gov,130620.0,11th,7.0,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,India,0
42.0,Private,204450.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,0
21.0,Private,161051.0,Some-college,10.0,Never-married,Tech-support,Own-child,Black,Female,0.0,0.0,4.0,United-States,0
49.0,Private,102737.0,Assoc-voc,11.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
40.0,Private,34722.0,Some-college,10.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,48.0,United-States,1
57.0,State-gov,247624.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
23.0,Local-gov,496382.0,Some-college,10.0,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,Guatemala,0
33.0,Private,103651.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0
24.0,Private,175586.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
42.0,Private,144594.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
41.0,Private,109969.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
17.0,Federal-gov,99893.0,11th,7.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,1602.0,40.0,United-States,0
21.0,Local-gov,193130.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
26.0,Private,133373.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,44.0,United-States,0
48.0,Private,136455.0,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,16.0,United-States,0
18.0,Private,216508.0,HS-grad,9.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,30.0,United-States,0
17.0,Private,153021.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,6.0,United-States,0
22.0,Private,123876.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,0
46.0,Private,148995.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1
60.0,Self-emp-inc,376133.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024.0,0.0,15.0,United-States,1
50.0,Private,92969.0,1st-4th,2.0,Separated,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
46.0,Private,220124.0,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,37.0,United-States,0
42.0,Private,109501.0,5th-6th,3.0,Separated,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
21.0,Private,231053.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,30.0,United-States,0
44.0,Private,173981.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
44.0,Private,175641.0,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1
63.0,Private,257876.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0
25.0,Private,283515.0,Some-college,10.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0
39.0,Private,33886.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,0
52.0,Self-emp-not-inc,193116.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,Mexico,0
41.0,Private,281725.0,5th-6th,3.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,Mexico,0
29.0,Private,330132.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,60.0,United-States,0
28.0,Private,163265.0,9th,5.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0
37.0,Private,269329.0,Assoc-voc,11.0,Divorced,Prof-specialty,Not-in-family,White,Female,8614.0,0.0,45.0,United-States,1
43.0,Private,212894.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,1
76.0,Private,84428.0,Some-college,10.0,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,2062.0,0.0,37.0,United-States,0
52.0,Self-emp-not-inc,73134.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1
34.0,Private,48935.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,0
25.0,Private,179138.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
49.0,Self-emp-not-inc,199326.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0
38.0,Self-emp-not-inc,190387.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0
23.0,Private,122048.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
32.0,State-gov,59083.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1
34.0,Private,36069.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3908.0,0.0,46.0,United-States,0
60.0,Private,230165.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40.0,United-States,0
42.0,Private,274913.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,45.0,United-States,0
34.0,Private,206297.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,1
38.0,Private,176335.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
34.0,Local-gov,220066.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
39.0,Private,297449.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
42.0,Self-emp-not-inc,93099.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0.0,0.0,25.0,United-States,0
31.0,Private,122612.0,Masters,14.0,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0.0,0.0,25.0,Japan,1
25.0,Private,209230.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,6.0,United-States,0
41.0,Private,309932.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0
33.0,Private,56150.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,2174.0,0.0,40.0,United-States,0
25.0,Private,277444.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0
35.0,Private,224466.0,HS-grad,9.0,Never-married,Prof-specialty,Other-relative,Black,Male,0.0,0.0,24.0,United-States,0
26.0,Private,152129.0,12th,8.0,Never-married,Other-service,Unmarried,Black,Male,0.0,0.0,40.0,United-States,0
50.0,Private,193746.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,0
32.0,Private,244268.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1672.0,48.0,United-States,0
47.0,Federal-gov,282830.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,1
24.0,Private,26668.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,Puerto-Rico,0
24.0,Private,215443.0,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
59.0,Private,172667.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
50.0,Private,157043.0,11th,7.0,Divorced,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0
29.0,Private,178244.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
60.0,Private,116230.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
39.0,Private,117381.0,Some-college,10.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,65.0,United-States,0
49.0,Private,192776.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,45.0,United-States,1
18.0,Private,244571.0,11th,7.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States,0
39.0,Private,306504.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
50.0,Private,194397.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
36.0,Private,258102.0,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
42.0,Private,116649.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
60.0,Private,178551.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,26.0,United-States,0
47.0,Private,269620.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
27.0,Private,588905.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
27.0,Private,180758.0,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
37.0,Private,135436.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,60.0,United-States,1
46.0,Federal-gov,106252.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
64.0,State-gov,186376.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178.0,0.0,40.0,United-States,1
53.0,Self-emp-not-inc,33304.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,38.0,United-States,1
31.0,Private,128493.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,United-States,0
54.0,Private,174806.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,1
66.0,State-gov,71075.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,55.0,United-States,0
26.0,Private,243560.0,Some-college,10.0,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
49.0,Private,237920.0,Doctorate,16.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,0
27.0,Private,377680.0,Assoc-voc,11.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0
20.0,Federal-gov,225515.0,Some-college,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,24.0,United-States,0
62.0,Self-emp-inc,134768.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,35.0,United-States,0
54.0,Private,138845.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
24.0,Private,176389.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
43.0,Private,315971.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,1
42.0,Private,217826.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,United-States,0
25.0,Private,189897.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
48.0,Private,162816.0,Assoc-acdm,12.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,0
33.0,Private,256211.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,South,0
58.0,State-gov,300623.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
53.0,Local-gov,175897.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
61.0,Private,31285.0,7th-8th,4.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
20.0,Private,406641.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,35.0,United-States,0
44.0,Private,248249.0,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,0
29.0,Local-gov,165218.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,55.0,United-States,0
27.0,Private,174645.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0
68.0,Private,270339.0,10th,6.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,0
39.0,Private,74194.0,HS-grad,9.0,Never-married,Farming-fishing,Unmarried,White,Male,0.0,0.0,40.0,United-States,0
42.0,Private,234633.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1
20.0,State-gov,178628.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,0
34.0,Self-emp-not-inc,372793.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,21.0,United-States,0
22.0,Private,408385.0,10th,6.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,0
31.0,Federal-gov,469263.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,Black,Male,0.0,0.0,50.0,United-States,0
31.0,Private,111567.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1848.0,50.0,United-States,1
32.0,Private,236861.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,42.0,United-States,0
34.0,Private,203034.0,Bachelors,13.0,Separated,Sales,Not-in-family,White,Male,0.0,2824.0,50.0,United-States,1
23.0,Private,86939.0,HS-grad,9.0,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
36.0,Private,149653.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
41.0,Private,201981.0,HS-grad,9.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0
37.0,Private,377798.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3103.0,0.0,40.0,United-States,1
49.0,Private,166215.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
30.0,Private,329425.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
42.0,Private,89073.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,0
38.0,Private,167882.0,Some-college,10.0,Widowed,Other-service,Other-relative,Black,Female,0.0,0.0,45.0,Haiti,0
58.0,Private,268295.0,5th-6th,3.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,0
38.0,Private,205493.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,60.0,United-States,1
32.0,Private,215047.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
56.0,Private,136164.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
27.0,Private,105817.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
53.0,Local-gov,293941.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0
45.0,Private,238386.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1
36.0,Private,305352.0,10th,6.0,Divorced,Craft-repair,Other-relative,Black,Male,0.0,0.0,40.0,United-States,0
31.0,State-gov,78291.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
25.0,Private,104614.0,11th,7.0,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
27.0,Private,169544.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,0
54.0,Self-emp-not-inc,82551.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Other-relative,White,Female,0.0,0.0,10.0,United-States,0
39.0,Private,192664.0,Some-college,10.0,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,0
51.0,State-gov,172022.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1
34.0,State-gov,334422.0,Some-college,10.0,Divorced,Protective-serv,Unmarried,Black,Male,0.0,0.0,47.0,United-States,0
32.0,Private,169240.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,38.0,United-States,0
22.0,Local-gov,163205.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,53.0,United-States,0
58.0,Private,187067.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,62.0,Canada,0
38.0,Private,206520.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
36.0,Private,170842.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,0
90.0,Private,84553.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
45.0,Self-emp-inc,177543.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,50.0,United-States,0
29.0,Private,120986.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,65.0,United-States,0
66.0,State-gov,41506.0,10th,6.0,Divorced,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0
44.0,Private,315971.0,Masters,14.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,55.0,United-States,0
60.0,Self-emp-not-inc,269485.0,Preschool,1.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Mexico,0
57.0,Self-emp-inc,257200.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
35.0,Private,306678.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2885.0,0.0,40.0,United-States,0
34.0,Private,137814.0,Some-college,10.0,Separated,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
44.0,Self-emp-not-inc,163985.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,32.0,United-States,1
31.0,Private,154297.0,HS-grad,9.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,24.0,United-States,0
34.0,State-gov,171216.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,50.0,United-States,0
53.0,Private,266529.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
38.0,Private,498785.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0
18.0,Private,50119.0,10th,6.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,0
44.0,Private,148316.0,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0
34.0,Private,108023.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
50.0,Private,130780.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,0
31.0,Private,323055.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,1
37.0,Self-emp-inc,98389.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1
53.0,Private,231919.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,0
38.0,State-gov,239539.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,0
45.0,State-gov,101299.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
33.0,Private,204042.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,55.0,United-States,0
46.0,Private,105327.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
66.0,Private,194480.0,11th,7.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2377.0,2.0,United-States,1
58.0,Private,206532.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0
54.0,Private,96710.0,HS-grad,9.0,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,0.0,0.0,20.0,United-States,0
65.0,Private,115513.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,5556.0,0.0,48.0,United-States,1
42.0,Private,70055.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0
30.0,Private,231413.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
62.0,Private,211035.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,30.0,United-States,1
20.0,Private,350824.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,0
35.0,Self-emp-inc,175769.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,1
42.0,Self-emp-inc,120277.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
32.0,Private,198452.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,0.0,40.0,United-States,0
60.0,Self-emp-inc,123552.0,7th-8th,4.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,Ireland,0
43.0,Private,388725.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0
36.0,Private,86643.0,12th,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,0
35.0,Self-emp-not-inc,176101.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80.0,United-States,1
